DATE,TIME,CL.,EVENT,USER,GROUP,TERMINAL NAME,PEER,SOURCE TA,ABAP SOURCE,AUDIT LOG MSG. TEXT,NOTE,FIRST VARIABLE VALUE FOR EVENT,VARIABLE 2,VARIABLE DATA FOR MESSAGE,DATETIME
2025-02-04,12:34:48,200, AU1 ,FF_OTC,     ,                    ,             ,S000           ,SAPMSSYC           ,"Logon successful (type=E, method=A)                                                                                             ",    ,E                                                ,0,A                               ,2025-02-04 12:34:48
2025-02-04,12:34:48,200, AU1 ,FF_OTC,     ,                    ,             ,S000           ,SAPMSSYC           ,"Logon successful (type=E, method=A)                                                                                             ",    ,E                                                ,0,A                               ,2025-02-04 12:34:48
2025-02-04,12:46:48,200, AU5 ,FF_OTC,     ,172.30.254.18       ,10.155.152.40,               ,SAPMSSY1           ,"RFC/CPIC logon successful (type=F, method=R)                                                                                    ",    ,F                                                ,0,R                               ,2025-02-04 12:46:48
2025-02-04,12:46:48,200, AUK ,FF_OTC,     ,172.30.254.18       ,10.155.152.40,               ,SAPMSSY1           ,Successful RFC call FDT_CLEANUP_START (function group = FDT_CLEAN_UP)                                                           ,    ,FDT_CLEAN_UP                                     ,          ,FDT_CLEANUP_START               ,2025-02-04 12:46:48
2025-02-04,12:46:48,200, AU5 ,FF_OTC,     ,172.30.254.18       ,10.155.152.40,               ,SAPMSSY1           ,"RFC/CPIC logon successful (type=F, method=R)                                                                                    ",    ,F                                                ,0,R                               ,2025-02-04 12:46:48
2025-02-04,12:46:48,200, AUK ,FF_OTC,     ,172.30.254.18       ,10.155.152.40,               ,SAPMSSY1           ,Successful RFC call FDT_CLEANUP_START_FOR_CLIENT (function group = FDT_CLEAN_UP)                                                ,    ,FDT_CLEAN_UP                                     ,          ,FDT_CLEANUP_START_FOR_CLIENT    ,2025-02-04 12:46:48
2025-02-04,12:47:48,200, AU5 ,FF_OTC,     ,172.30.254.18       ,10.155.152.40,               ,SAPMSSY1           ,"RFC/CPIC logon successful (type=F, method=R)                                                                                    ",    ,F                                                ,0,R                               ,2025-02-04 12:47:48
2025-02-04,12:47:48,200, AUK ,FF_OTC,     ,172.30.254.18       ,10.155.152.40,               ,SAPMSSY1           ,Successful RFC call FDT_DEL_TMP_APPL (function group = FDT_CLEAN_UP)                                                            ,    ,FDT_CLEAN_UP                                     ,          ,FDT_DEL_TMP_APPL                ,2025-02-04 12:47:48
2025-02-04,12:47:48,200, AU5 ,FF_OTC,     ,172.30.254.18       ,10.155.152.40,               ,SAPMSSY1           ,"RFC/CPIC logon successful (type=F, method=R)                                                                                    ",    ,F                                                ,0,R                               ,2025-02-04 12:47:48
2025-02-04,12:47:48,200, AUK ,FF_OTC,     ,172.30.254.18       ,10.155.152.40,               ,SAPMSSY1           ,Successful RFC call FDT_DEL_TMP_APPL (function group = FDT_CLEAN_UP)                                                            ,    ,FDT_CLEAN_UP                                     ,          ,FDT_DEL_TMP_APPL                ,2025-02-04 12:47:48
2025-02-04,12:47:48,200, AU5 ,FF_OTC,     ,172.30.254.18       ,10.155.152.40,               ,SAPMSSY1           ,"RFC/CPIC logon successful (type=F, method=R)                                                                                    ",    ,F                                                ,0,R                               ,2025-02-04 12:47:48
2025-02-04,12:47:48,200, AUK ,FF_OTC,     ,172.30.254.18       ,10.155.152.40,               ,SAPMSSY1           ,Successful RFC call FDT_DEL_TMP_APPL (function group = FDT_CLEAN_UP)                                                            ,    ,FDT_CLEAN_UP                                     ,          ,FDT_DEL_TMP_APPL                ,2025-02-04 12:47:48
2025-02-03,08:21:19,200, AU1 ,FF_PTP,     ,LAPTOP-MNGFTE2T     ,172.30.254.7 ,S000           ,SAPMSYST           ,"Logon successful (type=A, method=P)                                                                                             ",    ,A                                                ,0,P                               ,2025-02-03 08:21:19
2025-02-03,08:21:19,200, AUW ,FF_PTP,     ,LAPTOP-MNGFTE2T     ,172.30.254.7 ,SESSION_MANAGER,RSRZLLG0           ,Report RSRZLLG0 started                                                                                                         ,    ,RSRZLLG0                                         ,          ,                                ,2025-02-03 08:21:19
2025-02-03,08:21:19,200, AUW ,FF_PTP,     ,LAPTOP-MNGFTE2T     ,172.30.254.7 ,SESSION_MANAGER,RSRZLLG0_ACTUAL    ,Report RSRZLLG0_ACTUAL started                                                                                                  ,    ,RSRZLLG0_ACTUAL                                  ,          ,                                ,2025-02-03 08:21:19
2025-02-03,08:21:19,200, AU3 ,FF_PTP,     ,LAPTOP-MNGFTE2T     ,172.30.254.7 ,S000           ,SAPMSYST           ,Transaction SESSION_MANAGER started.                                                                                            ,    ,SESSION_MANAGER                                  ,          ,                                ,2025-02-03 08:21:19
2025-02-03,08:23:06,200, AU4 ,FF_PTP,     ,LAPTOP-MNGFTE2T     ,172.30.254.7 ,SESSION_MANAGER,SAPLSMTR_NAVIGATION,Start of transaction /SCWM/CHM_PRF failed (Reason=6)                                                                            ,    ,/SCWM/CHM_PRF                                    ,6,                                ,2025-02-03 08:23:06
2025-02-03,08:23:22,200, AU3 ,FF_PTP,     ,LAPTOP-MNGFTE2T     ,172.30.254.7 ,SESSION_MANAGER,SAPLSMTR_NAVIGATION,Transaction SU53 started.                                                                                                       ,    ,SU53                                             ,          ,                                ,2025-02-03 08:23:22
2025-02-03,08:23:23,200, AU5 ,FF_PTP,     ,LAPTOP-MNGFTE2T     ,10.155.152.38,               ,SAPMSSY1           ,"RFC/CPIC logon successful (type=F, method=R)                                                                                    ",    ,F                                                ,0,R                               ,2025-02-03 08:23:23
2025-02-03,08:23:23,200, AUK ,FF_PTP,     ,LAPTOP-MNGFTE2T     ,10.155.152.38,               ,SAPMSSY1           ,Successful RFC call SUSR_USER_SU53_READ (function group = SUSR_USER_SU53)                                                       ,    ,SUSR_USER_SU53                                   ,          ,SUSR_USER_SU53_READ             ,2025-02-03 08:23:23
2025-02-03,08:23:23,200, AUW ,FF_PTP,     ,LAPTOP-MNGFTE2T     ,172.30.254.7 ,SU53           ,SAPMS01GNEW        ,Report SAPMS01GNEW started                                                                                                      ,    ,SAPMS01GNEW                                      ,          ,                                ,2025-02-03 08:23:23
2025-02-03,08:53:46,200, AUC ,FF_PTP,     ,LAPTOP-MNGFTE2T     ,172.30.254.7 ,SESSION_MANAGER,SAPLSMTR_NAVIGATION,User Logoff                                                                                                                     ,    ,                                                 ,          ,                                ,2025-02-03 08:53:46
2025-02-18,12:25:39,200, AU1 ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,"Logon successful (type=H, method=P)                                                                                             ",    ,H                                                ,0,P                               ,2025-02-18 12:25:39
2025-02-18,12:25:41,200, AU1 ,FF_PTP,     ,                    ,             ,S000           ,SAPMSSYC           ,"Logon successful (type=E, method=A)                                                                                             ",    ,E                                                ,0,A                               ,2025-02-18 12:25:41
2025-02-18,12:25:55,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR IWSG ZPAGE_BUILDER_PERS_0001 started                                                                           ,    ,R3TR IWSG ZPAGE_BUILDER_PERS_0001                ,          ,                                ,2025-02-18 12:25:55
2025-02-18,12:25:55,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR IWSV /UI2/PAGE_BUILDER_PERS             0001 started                                                           ,    ,R3TR IWSV /UI2/PAGE_BUILDER_PERS             0001,          ,                                ,2025-02-18 12:25:55
2025-02-18,12:25:56,200, AU5 ,FF_PTP,     ,172.30.254.8        ,10.155.152.40,               ,SAPMSSY1           ,"RFC/CPIC logon successful (type=F, method=R)                                                                                    ",    ,F                                                ,0,R                               ,2025-02-18 12:25:56
2025-02-18,12:25:56,200, AUK ,FF_PTP,     ,172.30.254.8        ,10.155.152.40,               ,SAPMSSY1           ,Successful RFC call NWBC_EXPORT_TO_DB (function group = SAP_NWBC)                                                               ,    ,SAP_NWBC                                         ,          ,NWBC_EXPORT_TO_DB               ,2025-02-18 12:25:56
2025-02-18,12:25:57,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR IWSG ZINTEROP_0001 started                                                                                     ,    ,R3TR IWSG ZINTEROP_0001                          ,          ,                                ,2025-02-18 12:25:57
2025-02-18,12:25:57,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR IWSV /UI2/INTEROP                       0001 started                                                           ,    ,R3TR IWSV /UI2/INTEROP                       0001,          ,                                ,2025-02-18 12:25:57
2025-02-18,12:25:58,200, AU5 ,FF_PTP,     ,172.30.254.8        ,10.155.152.40,               ,SAPMSSY1           ,"RFC/CPIC logon successful (type=F, method=R)                                                                                    ",    ,F                                                ,0,R                               ,2025-02-18 12:25:58
2025-02-18,12:25:58,200, AUK ,FF_PTP,     ,172.30.254.8        ,10.155.152.40,               ,SAPMSSY1           ,Successful RFC call NWBC_EXPORT_TO_DB (function group = SAP_NWBC)                                                               ,    ,SAP_NWBC                                         ,          ,NWBC_EXPORT_TO_DB               ,2025-02-18 12:25:58
2025-02-18,12:26:01,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR G4BA /IWNGW/NOTIFICATION started                                                                               ,    ,R3TR G4BA /IWNGW/NOTIFICATION                    ,          ,                                ,2025-02-18 12:26:01
2025-02-18,12:26:01,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR G4BA /IWNGW/NOTIFICATION started                                                                               ,    ,R3TR G4BA /IWNGW/NOTIFICATION                    ,          ,                                ,2025-02-18 12:26:01
2025-02-18,12:26:01,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR G4BA /IWNGW/NOTIFICATION started                                                                               ,    ,R3TR G4BA /IWNGW/NOTIFICATION                    ,          ,                                ,2025-02-18 12:26:01
2025-02-18,12:26:01,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR G4BA /IWNGW/NOTIFICATION started                                                                               ,    ,R3TR G4BA /IWNGW/NOTIFICATION                    ,          ,                                ,2025-02-18 12:26:01
2025-02-18,12:26:01,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR G4BA /IWNGW/NOTIFICATION started                                                                               ,    ,R3TR G4BA /IWNGW/NOTIFICATION                    ,          ,                                ,2025-02-18 12:26:01
2025-02-18,12:26:01,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR G4BA /IWNGW/NOTIFICATION started                                                                               ,    ,R3TR G4BA /IWNGW/NOTIFICATION                    ,          ,                                ,2025-02-18 12:26:01
2025-02-18,12:26:01,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR IWSG ZINTEROP_0001 started                                                                                     ,    ,R3TR IWSG ZINTEROP_0001                          ,          ,                                ,2025-02-18 12:26:01
2025-02-18,12:26:01,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR IWSV /UI2/INTEROP                       0001 started                                                           ,    ,R3TR IWSV /UI2/INTEROP                       0001,          ,                                ,2025-02-18 12:26:01
2025-02-18,12:26:02,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR G4BA /IWNGW/NOTIFICATION started                                                                               ,    ,R3TR G4BA /IWNGW/NOTIFICATION                    ,          ,                                ,2025-02-18 12:26:02
2025-02-18,12:26:02,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR G4BA /IWNGW/NOTIFICATION started                                                                               ,    ,R3TR G4BA /IWNGW/NOTIFICATION                    ,          ,                                ,2025-02-18 12:26:02
2025-02-18,12:26:02,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR G4BA /IWNGW/NOTIFICATION started                                                                               ,    ,R3TR G4BA /IWNGW/NOTIFICATION                    ,          ,                                ,2025-02-18 12:26:02
2025-02-18,12:26:05,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR IWSG ZINTEROP_0001 started                                                                                     ,    ,R3TR IWSG ZINTEROP_0001                          ,          ,                                ,2025-02-18 12:26:05
2025-02-18,12:26:05,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR IWSV /UI2/INTEROP                       0001 started                                                           ,    ,R3TR IWSV /UI2/INTEROP                       0001,          ,                                ,2025-02-18 12:26:05
2025-02-18,12:26:05,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR IWSG ZESH_SEARCH_SRV_0001 started                                                                              ,    ,R3TR IWSG ZESH_SEARCH_SRV_0001                   ,          ,                                ,2025-02-18 12:26:05
2025-02-18,12:26:05,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR IWSV ESH_SEARCH_SRV                     0001 started                                                           ,    ,R3TR IWSV ESH_SEARCH_SRV                     0001,          ,                                ,2025-02-18 12:26:05
2025-02-18,12:26:07,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR IWSG ZESH_SEARCH_SRV_0001 started                                                                              ,    ,R3TR IWSG ZESH_SEARCH_SRV_0001                   ,          ,                                ,2025-02-18 12:26:07
2025-02-18,12:26:07,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR IWSV ESH_SEARCH_SRV                     0001 started                                                           ,    ,R3TR IWSV ESH_SEARCH_SRV                     0001,          ,                                ,2025-02-18 12:26:07
2025-02-18,12:26:08,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR G4BA /IWNGW/NOTIFICATION started                                                                               ,    ,R3TR G4BA /IWNGW/NOTIFICATION                    ,          ,                                ,2025-02-18 12:26:08
2025-02-18,12:26:29,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSG ZINTEROP_0001 started                                                                                     ,    ,R3TR IWSG ZINTEROP_0001                          ,          ,                                ,2025-02-18 12:26:29
2025-02-18,12:26:29,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSV /UI2/INTEROP                       0001 started                                                           ,    ,R3TR IWSV /UI2/INTEROP                       0001,          ,                                ,2025-02-18 12:26:29
2025-02-18,12:26:30,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSG ZINTEROP_0001 started                                                                                     ,    ,R3TR IWSG ZINTEROP_0001                          ,          ,                                ,2025-02-18 12:26:30
2025-02-18,12:26:30,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSV /UI2/INTEROP                       0001 started                                                           ,    ,R3TR IWSV /UI2/INTEROP                       0001,          ,                                ,2025-02-18 12:26:30
2025-02-18,12:26:30,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSG ZINTEROP_0001 started                                                                                     ,    ,R3TR IWSG ZINTEROP_0001                          ,          ,                                ,2025-02-18 12:26:30
2025-02-18,12:26:30,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSV /UI2/INTEROP                       0001 started                                                           ,    ,R3TR IWSV /UI2/INTEROP                       0001,          ,                                ,2025-02-18 12:26:30
2025-02-18,12:26:37,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSG ZSWF_FLEX_DEF_SRV_0001 started                                                                            ,    ,R3TR IWSG ZSWF_FLEX_DEF_SRV_0001                 ,          ,                                ,2025-02-18 12:26:37
2025-02-18,12:26:38,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSG ZSWF_FLEX_DEF_SRV_0001 started                                                                            ,    ,R3TR IWSG ZSWF_FLEX_DEF_SRV_0001                 ,          ,                                ,2025-02-18 12:26:38
2025-02-18,12:26:38,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSV SWF_FLEX_DEF_SRV                   0001 started                                                           ,    ,R3TR IWSV SWF_FLEX_DEF_SRV                   0001,          ,                                ,2025-02-18 12:26:38
2025-02-18,12:26:38,200, AU5 ,FF_PTP,     ,172.30.254.8        ,10.155.152.40,               ,SAPMSSY1           ,"RFC/CPIC logon successful (type=F, method=R)                                                                                    ",    ,F                                                ,0,R                               ,2025-02-18 12:26:38
2025-02-18,12:26:38,200, AUK ,FF_PTP,     ,172.30.254.8        ,10.155.152.40,               ,SAPMSSY1           ,Successful RFC call /IWBEP/FM_MGW_ST (function group = /IWBEP/FG_MGW_ST)                                                        ,    ,/IWBEP/FG_MGW_ST                                 ,          ,/IWBEP/FM_MGW_ST                ,2025-02-18 12:26:38
2025-02-18,12:26:38,200, BU4 ,FF_PTP,     ,172.30.254.8        ,10.155.152.40,               ,SAPMSSY1           ,"Dynamic ABAP code: Event -, event type I!, check total /1IWST/AAGTUDEGE4POVK5STWJLGV7XT                                         ",    ,-                                                ,I!        ,/1IWST/AAGTUDEGE4POVK5STWJLGV7XT,2025-02-18 12:26:38
2025-02-18,12:26:38,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSG ZSWF_FLEX_DEF_SRV_0001 started                                                                            ,    ,R3TR IWSG ZSWF_FLEX_DEF_SRV_0001                 ,          ,                                ,2025-02-18 12:26:38
2025-02-18,12:26:38,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSV SWF_FLEX_DEF_SRV                   0001 started                                                           ,    ,R3TR IWSV SWF_FLEX_DEF_SRV                   0001,          ,                                ,2025-02-18 12:26:38
2025-02-18,12:26:38,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSV SWF_FLEX_DEF_SRV                   0001 started                                                           ,    ,R3TR IWSV SWF_FLEX_DEF_SRV                   0001,          ,                                ,2025-02-18 12:26:38
2025-02-18,12:26:39,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSG ZINTEROP_0001 started                                                                                     ,    ,R3TR IWSG ZINTEROP_0001                          ,          ,                                ,2025-02-18 12:26:39
2025-02-18,12:26:39,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSV /UI2/INTEROP                       0001 started                                                           ,    ,R3TR IWSV /UI2/INTEROP                       0001,          ,                                ,2025-02-18 12:26:39
2025-02-18,12:26:39,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSG ZINTEROP_0001 started                                                                                     ,    ,R3TR IWSG ZINTEROP_0001                          ,          ,                                ,2025-02-18 12:26:39
2025-02-18,12:26:39,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSV /UI2/INTEROP                       0001 started                                                           ,    ,R3TR IWSV /UI2/INTEROP                       0001,          ,                                ,2025-02-18 12:26:39
2025-02-18,12:26:39,200, AU5 ,FF_PTP,     ,172.30.254.8        ,10.155.152.42,               ,SAPMSSY1           ,"RFC/CPIC logon successful (type=F, method=R)                                                                                    ",    ,F                                                ,0,R                               ,2025-02-18 12:26:39
2025-02-18,12:26:39,200, AUK ,FF_PTP,     ,172.30.254.8        ,10.155.152.42,               ,SAPMSSY1           ,Successful RFC call /IWBEP/FM_MGW_ST (function group = /IWBEP/FG_MGW_ST)                                                        ,    ,/IWBEP/FG_MGW_ST                                 ,          ,/IWBEP/FM_MGW_ST                ,2025-02-18 12:26:39
2025-02-18,12:26:39,200, BU4 ,FF_PTP,     ,172.30.254.8        ,10.155.152.42,               ,SAPMSSY1           ,"Dynamic ABAP code: Event -, event type I!, check total /1IWST/AAGTUDCMTIPNVK5STWSZBQPXT                                         ",    ,-                                                ,I!        ,/1IWST/AAGTUDCMTIPNVK5STWSZBQPXT,2025-02-18 12:26:39
2025-02-18,12:27:11,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR IWSG ZSWF_FLEX_DEF_SRV_0001 started                                                                            ,    ,R3TR IWSG ZSWF_FLEX_DEF_SRV_0001                 ,          ,                                ,2025-02-18 12:27:11
2025-02-18,12:27:11,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR IWSV SWF_FLEX_DEF_SRV                   0001 started                                                           ,    ,R3TR IWSV SWF_FLEX_DEF_SRV                   0001,          ,                                ,2025-02-18 12:27:11
2025-02-18,12:27:11,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.26,S000           ,SAPMHTTP           ,Application R3TR IWSV SWF_FLEX_DEF_SRV                   0001 started                                                           ,    ,R3TR IWSV SWF_FLEX_DEF_SRV                   0001,          ,                                ,2025-02-18 12:27:11
2025-02-18,12:27:23,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSG ZSWF_FLEX_DEF_SRV_0001 started                                                                            ,    ,R3TR IWSG ZSWF_FLEX_DEF_SRV_0001                 ,          ,                                ,2025-02-18 12:27:23
2025-02-18,12:27:23,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSV SWF_FLEX_DEF_SRV                   0001 started                                                           ,    ,R3TR IWSV SWF_FLEX_DEF_SRV                   0001,          ,                                ,2025-02-18 12:27:23
2025-02-18,12:27:23,200, FU9 ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Virus scan profile /SIHTTP/HTTP_DOWNLOAD not active. Scan was not executed.                                                     ,    ,/SIHTTP/HTTP_DOWNLOAD                            ,          ,                                ,2025-02-18 12:27:23
2025-02-18,12:27:23,200, FU9 ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Virus scan profile /SIHTTP/HTTP_DOWNLOAD not active. Scan was not executed.                                                     ,    ,/SIHTTP/HTTP_DOWNLOAD                            ,          ,                                ,2025-02-18 12:27:23
2025-02-18,12:27:53,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSG ZSWF_FLEX_DEF_SRV_0001 started                                                                            ,    ,R3TR IWSG ZSWF_FLEX_DEF_SRV_0001                 ,          ,                                ,2025-02-18 12:27:53
2025-02-18,12:27:53,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSV SWF_FLEX_DEF_SRV                   0001 started                                                           ,    ,R3TR IWSV SWF_FLEX_DEF_SRV                   0001,          ,                                ,2025-02-18 12:27:53
2025-02-18,12:27:53,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSV SWF_FLEX_DEF_SRV                   0001 started                                                           ,    ,R3TR IWSV SWF_FLEX_DEF_SRV                   0001,          ,                                ,2025-02-18 12:27:53
2025-02-18,12:27:54,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSG ZS_MMPURWORKFLOWVH_CDS_0001 started                                                                       ,    ,R3TR IWSG ZS_MMPURWORKFLOWVH_CDS_0001            ,          ,                                ,2025-02-18 12:27:54
2025-02-18,12:27:54,200, CUI ,FF_PTP,     ,172.30.254.8        ,10.155.152.27,S000           ,SAPMHTTP           ,Application R3TR IWSV S_MMPURWORKFLOWVH_CDS              0001 started                                                           ,    ,R3TR IWSV S_MMPURWORKFLOWVH_CDS              0001,          ,                                ,2025-02-18 12:27:54
